program starts ... 
io initialization starts ... 
writing initial data to files ...
calculating golden model ... 
calculating using sim model ... 
result comparison ...
diff_out_fm[20][17][30] = -33849.781 421.10001 14254564
diff_out_fm[20][17][31] = -16923.021 421.12 7127044
diff_out_fm[20][18][30] = -33815.984 421.73999 14261975
diff_out_fm[20][18][31] = -16906.123 421.76001 7130749
diff_out_fm[20][19][30] = -33782.285 422.38 14269383
diff_out_fm[20][19][31] = -16889.279 422.39999 7134454
diff_out_fm[20][20][30] = -33748.688 423.01999 14276792
diff_out_fm[20][20][31] = -16872.482 423.04001 7138158
diff_out_fm[20][21][30] = -33715.188 423.66 14284201
diff_out_fm[20][21][31] = -16855.74 423.67999 7141863
diff_out_fm[20][22][30] = -33681.801 424.29999 14291611
diff_out_fm[20][22][31] = -16839.045 424.32001 7145568
diff_out_fm[20][23][30] = -33648.508 424.94 14299022
diff_out_fm[20][23][31] = -16822.4 424.95999 7149272
diff_out_fm[20][24][30] = -33615.312 425.57999 14306430
diff_out_fm[20][24][31] = -16805.807 425.60001 7152976.5
diff_out_fm[20][25][30] = -33582.219 426.22 14313840
diff_out_fm[20][25][31] = -16789.26 426.23999 7156680
diff_out_fm[20][26][30] = -33549.227 426.85999 14321249
diff_out_fm[20][26][31] = -16772.766 426.88 7160385
diff_out_fm[20][27][30] = -33516.332 427.5 14328659
diff_out_fm[20][27][31] = -16756.322 427.51999 7164090
diff_out_fm[20][28][30] = -33483.531 428.14001 14336068
diff_out_fm[20][28][31] = -16739.926 428.16 7167795
diff_out_fm[20][29][30] = -33450.832 428.78 14343476
diff_out_fm[20][29][31] = -16723.578 428.79999 7171499
diff_out_fm[20][30][0] = -33437.648 428.82001 14339162
diff_out_fm[20][30][1] = -33436.629 428.84 14339393
diff_out_fm[20][30][2] = -33435.613 428.85999 14339625
diff_out_fm[20][30][3] = -33434.59 428.88 14339856
diff_out_fm[20][30][4] = -33433.57 428.89999 14340087
diff_out_fm[20][30][5] = -33432.547 428.92001 14340318
diff_out_fm[20][30][6] = -33431.535 428.94 14340551
diff_out_fm[20][30][7] = -33430.516 428.95999 14340782
diff_out_fm[20][30][8] = -33429.488 428.98001 14341012
diff_out_fm[20][30][9] = -33428.477 429 14341245
diff_out_fm[20][30][10] = -33427.457 429.01999 14341476
diff_out_fm[20][30][11] = -33426.438 429.04001 14341708
diff_out_fm[20][30][12] = -33425.418 429.06 14341939
diff_out_fm[20][30][13] = -33424.402 429.07999 14342171
diff_out_fm[20][30][14] = -33423.383 429.10001 14342402
diff_out_fm[20][30][15] = -33422.367 429.12 14342635
diff_out_fm[20][30][16] = -33421.348 429.14001 14342866
diff_out_fm[20][30][17] = -33420.332 429.16 14343098
diff_out_fm[20][30][18] = -33419.312 429.17999 14343329
diff_out_fm[20][30][19] = -33418.293 429.20001 14343560
diff_out_fm[20][30][20] = -33417.277 429.22 14343792
diff_out_fm[20][30][21] = -33416.262 429.23999 14344025
diff_out_fm[20][30][22] = -33415.238 429.26001 14344255
diff_out_fm[20][30][23] = -33414.223 429.28 14344486
diff_out_fm[20][30][24] = -33413.203 429.29999 14344717
diff_out_fm[20][30][25] = -33412.188 429.32001 14344950
diff_out_fm[20][30][26] = -33411.168 429.34 14345180
diff_out_fm[20][30][27] = -33410.156 429.35999 14345413
diff_out_fm[20][30][28] = -33409.137 429.38 14345644
diff_out_fm[20][30][29] = -33408.117 429.39999 14345875
diff_out_fm[20][30][30] = -22269.965 429.42001 9563598
diff_out_fm[20][30][31] = -11133.592 429.44 4781639
diff_out_fm[20][31][0] = -16695.645 429.45999 7170541
diff_out_fm[20][31][1] = -16695.135 429.48001 7170656.5
diff_out_fm[20][31][2] = -16694.629 429.5 7170773
diff_out_fm[20][31][3] = -16694.119 429.51999 7170887.5
diff_out_fm[20][31][4] = -16693.611 429.54001 7171003.5
diff_out_fm[20][31][5] = -16693.105 429.56 7171119.5
diff_out_fm[20][31][6] = -16692.598 429.57999 7171235
diff_out_fm[20][31][7] = -16692.088 429.60001 7171350.5
diff_out_fm[20][31][8] = -16691.582 429.62 7171467
diff_out_fm[20][31][9] = -16691.074 429.64001 7171582.5
diff_out_fm[20][31][10] = -16690.566 429.66 7171698
diff_out_fm[20][31][11] = -16690.059 429.67999 7171814
diff_out_fm[20][31][12] = -16689.551 429.70001 7171929.5
diff_out_fm[20][31][13] = -16689.043 429.72 7172045
diff_out_fm[20][31][14] = -16688.537 429.73999 7172161
diff_out_fm[20][31][15] = -16688.025 429.76001 7172276
diff_out_fm[20][31][16] = -16687.521 429.78 7172393
diff_out_fm[20][31][17] = -16687.016 429.79999 7172509
diff_out_fm[20][31][18] = -16686.506 429.82001 7172624
diff_out_fm[20][31][19] = -16686 429.84 7172740
diff_out_fm[20][31][20] = -16685.492 429.85999 7172855.5
diff_out_fm[20][31][21] = -16684.984 429.88 7172971
diff_out_fm[20][31][22] = -16684.479 429.89999 7173087
diff_out_fm[20][31][23] = -16683.971 429.92001 7173203
diff_out_fm[20][31][24] = -16683.463 429.94 7173318
diff_out_fm[20][31][25] = -16682.957 429.95999 7173434
diff_out_fm[20][31][26] = -16682.449 429.98001 7173550
diff_out_fm[20][31][27] = -16681.943 430 7173666
diff_out_fm[20][31][28] = -16681.439 430.01999 7173782
diff_out_fm[20][31][29] = -16680.93 430.04001 7173897.5
diff_out_fm[20][31][30] = -11119.398 430.06 4782438.5
diff_out_fm[20][31][31] = -5558.7554 430.07999 2391139.5
diff_out_fm[21][0][30] = -34369.531 430.70001 14803389
diff_out_fm[21][0][31] = -17182.93 430.72 7401462
diff_out_fm[21][1][30] = -34336.531 431.34 14811151
diff_out_fm[21][1][31] = -17166.432 431.35999 7405343
diff_out_fm[21][2][30] = -34303.629 431.98001 14818914
diff_out_fm[21][2][31] = -17149.984 432 7409225
diff_out_fm[21][3][30] = -34270.828 432.62 14826678
diff_out_fm[21][3][31] = -17133.582 432.64001 7413106
diff_out_fm[21][4][30] = -34238.121 433.26001 14834442
diff_out_fm[21][4][31] = -17117.232 433.28 7416988
diff_out_fm[21][5][30] = -34205.508 433.89999 14842204
diff_out_fm[21][5][31] = -17100.928 433.92001 7420868.5
diff_out_fm[21][6][30] = -34172.992 434.54001 14849967
diff_out_fm[21][6][31] = -17084.674 434.56 7424750.5
diff_out_fm[21][7][30] = -34140.578 435.17999 14857732
diff_out_fm[21][7][31] = -17068.467 435.20001 7428632
diff_out_fm[21][8][30] = -34108.254 435.82001 14865496
diff_out_fm[21][8][31] = -17052.307 435.84 7432513
diff_out_fm[21][9][30] = -34076.02 436.45999 14873256
diff_out_fm[21][9][31] = -17036.195 436.48001 7436395
diff_out_fm[21][10][30] = -34043.891 437.10001 14881022
diff_out_fm[21][10][31] = -17020.133 437.12 7440277
diff_out_fm[21][11][30] = -34011.848 437.73999 14888784
diff_out_fm[21][11][31] = -17004.109 437.76001 7444157.5
diff_out_fm[21][12][30] = -33979.902 438.38 14896548
diff_out_fm[21][12][31] = -16988.141 438.39999 7448039.5
diff_out_fm[21][13][30] = -33948.051 439.01999 14904312
diff_out_fm[21][13][31] = -16972.217 439.04001 7451921
diff_out_fm[21][14][30] = -33916.285 439.66 14912074
diff_out_fm[21][14][31] = -16956.338 439.67999 7455802
diff_out_fm[21][15][30] = -33884.621 440.29999 14919838
diff_out_fm[21][15][31] = -16940.506 440.32001 7459684
diff_out_fm[21][16][30] = -33853.043 440.94 14927602
diff_out_fm[21][16][31] = -16924.721 440.95999 7463566
diff_out_fm[21][17][30] = -33821.551 441.57999 14935362
diff_out_fm[21][17][31] = -16908.979 441.60001 7467446.5
diff_out_fm[21][18][30] = -33790.16 442.22 14943127
diff_out_fm[21][18][31] = -16893.285 442.23999 7471328.5
diff_out_fm[21][19][30] = -33758.855 442.85999 14950890
diff_out_fm[21][19][31] = -16877.635 442.88 7475210
diff_out_fm[21][20][30] = -33727.645 443.5 14958654
diff_out_fm[21][20][31] = -16862.031 443.51999 7479091
diff_out_fm[21][21][30] = -33696.52 444.14001 14966417
diff_out_fm[21][21][31] = -16846.473 444.16 7482973
diff_out_fm[21][22][30] = -33665.484 444.78 14974179
diff_out_fm[21][22][31] = -16830.955 444.79999 7486854
diff_out_fm[21][23][30] = -33634.543 445.42001 14981944
diff_out_fm[21][23][31] = -16815.486 445.44 7490735.5
diff_out_fm[21][24][30] = -33603.688 446.06 14989707
diff_out_fm[21][24][31] = -16800.062 446.07999 7494617.5
diff_out_fm[21][25][30] = -33572.914 446.70001 14997468
diff_out_fm[21][25][31] = -16784.68 446.72 7498499
diff_out_fm[21][26][30] = -33542.242 447.34 15005234
diff_out_fm[21][26][31] = -16769.342 447.35999 7502380
diff_out_fm[21][27][30] = -33511.648 447.98001 15012996
diff_out_fm[21][27][31] = -16754.049 448 7506262
diff_out_fm[21][28][30] = -33481.145 448.62 15020760
diff_out_fm[21][28][31] = -16738.797 448.64001 7510143
diff_out_fm[21][29][30] = -33450.723 449.26001 15028521
diff_out_fm[21][29][31] = -16723.59 449.28 7514024
diff_out_fm[21][30][0] = -33437.812 449.29999 15024057
diff_out_fm[21][30][1] = -33436.863 449.32001 15024300
diff_out_fm[21][30][2] = -33435.914 449.34 15024543
diff_out_fm[21][30][3] = -33434.969 449.35999 15024786
diff_out_fm[21][30][4] = -33434.02 449.38 15025028
diff_out_fm[21][30][5] = -33433.07 449.39999 15025270
diff_out_fm[21][30][6] = -33432.121 449.42001 15025513
diff_out_fm[21][30][7] = -33431.172 449.44 15025755
diff_out_fm[21][30][8] = -33430.223 449.45999 15025997
diff_out_fm[21][30][9] = -33429.273 449.48001 15026240
diff_out_fm[21][30][10] = -33428.328 449.5 15026484
diff_out_fm[21][30][11] = -33427.383 449.51999 15026726
diff_out_fm[21][30][12] = -33426.43 449.54001 15026968
diff_out_fm[21][30][13] = -33425.484 449.56 15027211
diff_out_fm[21][30][14] = -33424.539 449.57999 15027453
diff_out_fm[21][30][15] = -33423.59 449.60001 15027696
diff_out_fm[21][30][16] = -33422.645 449.62 15027939
diff_out_fm[21][30][17] = -33421.695 449.64001 15028182
diff_out_fm[21][30][18] = -33420.75 449.66 15028424
diff_out_fm[21][30][19] = -33419.805 449.67999 15028667
diff_out_fm[21][30][20] = -33418.855 449.70001 15028910
diff_out_fm[21][30][21] = -33417.91 449.72 15029152
diff_out_fm[21][30][22] = -33416.965 449.73999 15029395
diff_out_fm[21][30][23] = -33416.016 449.76001 15029637
diff_out_fm[21][30][24] = -33415.066 449.78 15029879
diff_out_fm[21][30][25] = -33414.121 449.79999 15030122
diff_out_fm[21][30][26] = -33413.176 449.82001 15030365
diff_out_fm[21][30][27] = -33412.23 449.84 15030607
diff_out_fm[21][30][28] = -33411.285 449.85999 15030850
diff_out_fm[21][30][29] = -33410.34 449.88 15031093
diff_out_fm[21][30][30] = -22271.531 449.89999 10020412
diff_out_fm[21][30][31] = -11134.42 449.92001 5010048.5
diff_out_fm[21][31][0] = -16696.953 449.94 7513077.5
diff_out_fm[21][31][1] = -16696.48 449.95999 7513198
diff_out_fm[21][31][2] = -16696.008 449.98001 7513319.5
diff_out_fm[21][31][3] = -16695.535 450 7513441
diff_out_fm[21][31][4] = -16695.062 450.01999 7513562
diff_out_fm[21][31][5] = -16694.59 450.04001 7513683
diff_out_fm[21][31][6] = -16694.117 450.06 7513804.5
diff_out_fm[21][31][7] = -16693.646 450.07999 7513926
diff_out_fm[21][31][8] = -16693.172 450.10001 7514047
diff_out_fm[21][31][9] = -16692.699 450.12 7514168
diff_out_fm[21][31][10] = -16692.227 450.14001 7514289.5
diff_out_fm[21][31][11] = -16691.756 450.16 7514411
diff_out_fm[21][31][12] = -16691.283 450.17999 7514532
diff_out_fm[21][31][13] = -16690.812 450.20001 7514654
diff_out_fm[21][31][14] = -16690.342 450.22 7514775.5
diff_out_fm[21][31][15] = -16689.867 450.23999 7514896
diff_out_fm[21][31][16] = -16689.393 450.26001 7515017
diff_out_fm[21][31][17] = -16688.924 450.28 7515139
diff_out_fm[21][31][18] = -16688.451 450.29999 7515260
diff_out_fm[21][31][19] = -16687.98 450.32001 7515382
diff_out_fm[21][31][20] = -16687.508 450.34 7515503
diff_out_fm[21][31][21] = -16687.035 450.35999 7515623.5
diff_out_fm[21][31][22] = -16686.564 450.38 7515745.5
diff_out_fm[21][31][23] = -16686.094 450.39999 7515867
diff_out_fm[21][31][24] = -16685.621 450.42001 7515988
diff_out_fm[21][31][25] = -16685.148 450.44 7516109
diff_out_fm[21][31][26] = -16684.678 450.45999 7516230
diff_out_fm[21][31][27] = -16684.205 450.48001 7516351.5
diff_out_fm[21][31][28] = -16683.734 450.5 7516473
diff_out_fm[21][31][29] = -16683.264 450.51999 7516594.5
diff_out_fm[21][31][30] = -11120.998 450.54001 5010905
diff_out_fm[21][31][31] = -5559.5771 450.56 2505373.5
diff_out_fm[22][0][30] = -34304.977 451.17999 15478170
diff_out_fm[22][0][31] = -17150.721 451.20001 7738856.5
diff_out_fm[22][1][30] = -34274.352 451.82001 15486289
diff_out_fm[22][1][31] = -17135.408 451.84 7742915
diff_out_fm[22][2][30] = -34243.809 452.45999 15494406
diff_out_fm[22][2][31] = -17120.137 452.48001 7746972.5
diff_out_fm[22][3][30] = -34213.352 453.10001 15502522
diff_out_fm[22][3][31] = -17104.912 453.12 7751031
diff_out_fm[22][4][30] = -34182.98 453.73999 15510640
diff_out_fm[22][4][31] = -17089.729 453.76001 7755089.5
diff_out_fm[22][5][30] = -34152.699 454.38 15518757
diff_out_fm[22][5][31] = -17074.59 454.39999 7759148
diff_out_fm[22][6][30] = -34122.496 455.01999 15526873
diff_out_fm[22][6][31] = -17059.492 455.04001 7763206.5
diff_out_fm[22][7][30] = -34092.383 455.66 15534991
diff_out_fm[22][7][31] = -17044.438 455.67999 7767265
diff_out_fm[22][8][30] = -34062.355 456.29999 15543108
diff_out_fm[22][8][31] = -17029.424 456.32001 7771323
diff_out_fm[22][9][30] = -34032.41 456.94 15551226
diff_out_fm[22][9][31] = -17014.455 456.95999 7775382
diff_out_fm[22][10][30] = -34002.543 457.57999 15559342
diff_out_fm[22][10][31] = -16999.525 457.60001 7779440
diff_out_fm[22][11][30] = -33972.77 458.22 15567460
diff_out_fm[22][11][31] = -16984.639 458.23999 7783499
diff_out_fm[22][12][30] = -33943.074 458.85999 15575577
diff_out_fm[22][12][31] = -16969.791 458.88 7787557
diff_out_fm[22][13][30] = -33913.457 459.5 15583693
diff_out_fm[22][13][31] = -16954.986 459.51999 7791615
diff_out_fm[22][14][30] = -33883.926 460.14001 15591811
diff_out_fm[22][14][31] = -16940.225 460.16 7795674
diff_out_fm[22][15][30] = -33854.477 460.78 15599926
diff_out_fm[22][15][31] = -16925.502 460.79999 7799732
diff_out_fm[22][16][30] = -33825.113 461.42001 15608045
diff_out_fm[22][16][31] = -16910.82 461.44 7803790.5
diff_out_fm[22][17][30] = -33795.828 462.06 15616162
diff_out_fm[22][17][31] = -16896.182 462.07999 7807849
diff_out_fm[22][18][30] = -33766.621 462.70001 15624279
diff_out_fm[22][18][31] = -16881.58 462.72 7811907
diff_out_fm[22][19][30] = -33737.496 463.34 15632394
diff_out_fm[22][19][31] = -16867.02 463.35999 7815965.5
diff_out_fm[22][20][30] = -33708.457 463.98001 15640515
diff_out_fm[22][20][31] = -16852.5 464 7820024
diff_out_fm[22][21][30] = -33679.492 464.62 15648631
diff_out_fm[22][21][31] = -16838.02 464.64001 7824082.5
diff_out_fm[22][22][30] = -33650.609 465.26001 15656747
diff_out_fm[22][22][31] = -16823.582 465.28 7828141.5
diff_out_fm[22][23][30] = -33621.805 465.89999 15664865
diff_out_fm[22][23][31] = -16809.18 465.92001 7832199.5
diff_out_fm[22][24][30] = -33593.078 466.54001 15672982
diff_out_fm[22][24][31] = -16794.82 466.56 7836258
diff_out_fm[22][25][30] = -33564.438 467.17999 15681100
diff_out_fm[22][25][31] = -16780.5 467.20001 7840317
diff_out_fm[22][26][30] = -33535.863 467.82001 15689216
diff_out_fm[22][26][31] = -16766.217 467.84 7844375
diff_out_fm[22][27][30] = -33507.375 468.45999 15697333
diff_out_fm[22][27][31] = -16751.975 468.48001 7848433.5
diff_out_fm[22][28][30] = -33478.965 469.10001 15705451
diff_out_fm[22][28][31] = -16737.771 469.12 7852492.5
diff_out_fm[22][29][30] = -33450.629 469.73999 15713569
diff_out_fm[22][29][31] = -16723.604 469.76001 7856550
diff_out_fm[22][30][0] = -33437.961 469.78 15708955
diff_out_fm[22][30][1] = -33437.078 469.79999 15709208
diff_out_fm[22][30][2] = -33436.191 469.82001 15709461
diff_out_fm[22][30][3] = -33435.309 469.84 15709716
diff_out_fm[22][30][4] = -33434.426 469.85999 15709968
diff_out_fm[22][30][5] = -33433.539 469.88 15710222
diff_out_fm[22][30][6] = -33432.656 469.89999 15710475
diff_out_fm[22][30][7] = -33431.773 469.92001 15710730
diff_out_fm[22][30][8] = -33430.891 469.94 15710982
diff_out_fm[22][30][9] = -33430.008 469.95999 15711236
diff_out_fm[22][30][10] = -33429.125 469.98001 15711490
diff_out_fm[22][30][11] = -33428.242 470 15711744
diff_out_fm[22][30][12] = -33427.363 470.01999 15711999
diff_out_fm[22][30][13] = -33426.477 470.04001 15712251
diff_out_fm[22][30][14] = -33425.594 470.06 15712505
diff_out_fm[22][30][15] = -33424.711 470.07999 15712758
diff_out_fm[22][30][16] = -33423.828 470.10001 15713012
diff_out_fm[22][30][17] = -33422.949 470.12 15713266
diff_out_fm[22][30][18] = -33422.066 470.14001 15713520
diff_out_fm[22][30][19] = -33421.184 470.16 15713773
diff_out_fm[22][30][20] = -33420.301 470.17999 15714026
diff_out_fm[22][30][21] = -33419.418 470.20001 15714280
diff_out_fm[22][30][22] = -33418.535 470.22 15714534
diff_out_fm[22][30][23] = -33417.656 470.23999 15714788
diff_out_fm[22][30][24] = -33416.77 470.26001 15715040
diff_out_fm[22][30][25] = -33415.895 470.28 15715296
diff_out_fm[22][30][26] = -33415.008 470.29999 15715548
diff_out_fm[22][30][27] = -33414.125 470.32001 15715802
diff_out_fm[22][30][28] = -33413.246 470.34 15716056
diff_out_fm[22][30][29] = -33412.367 470.35999 15716310
diff_out_fm[22][30][30] = -22272.967 470.38 10477228
diff_out_fm[22][30][31] = -11135.177 470.39999 5238457.5
diff_out_fm[22][31][0] = -16698.148 470.42001 7855614
diff_out_fm[22][31][1] = -16697.709 470.44 7855740.5
diff_out_fm[22][31][2] = -16697.27 470.45999 7855867.5
diff_out_fm[22][31][3] = -16696.828 470.48001 7855994
diff_out_fm[22][31][4] = -16696.389 470.5 7856121
diff_out_fm[22][31][5] = -16695.947 470.51999 7856247.5
diff_out_fm[22][31][6] = -16695.506 470.54001 7856374
diff_out_fm[22][31][7] = -16695.068 470.56 7856501.5
diff_out_fm[22][31][8] = -16694.627 470.57999 7856628
diff_out_fm[22][31][9] = -16694.186 470.60001 7856754
diff_out_fm[22][31][10] = -16693.748 470.62 7856882
diff_out_fm[22][31][11] = -16693.305 470.64001 7857008
diff_out_fm[22][31][12] = -16692.869 470.66 7857136
diff_out_fm[22][31][13] = -16692.428 470.67999 7857262.5
diff_out_fm[22][31][14] = -16691.986 470.70001 7857389
diff_out_fm[22][31][15] = -16691.549 470.72 7857516
diff_out_fm[22][31][16] = -16691.109 470.73999 7857643
diff_out_fm[22][31][17] = -16690.666 470.76001 7857769.5
diff_out_fm[22][31][18] = -16690.227 470.78 7857896
diff_out_fm[22][31][19] = -16689.789 470.79999 7858023.5
diff_out_fm[22][31][20] = -16689.348 470.82001 7858149.5
diff_out_fm[22][31][21] = -16688.906 470.84 7858276
diff_out_fm[22][31][22] = -16688.469 470.85999 7858403.5
diff_out_fm[22][31][23] = -16688.029 470.88 7858530.5
diff_out_fm[22][31][24] = -16687.59 470.89999 7858657
diff_out_fm[22][31][25] = -16687.15 470.92001 7858784
diff_out_fm[22][31][26] = -16686.711 470.94 7858910.5
diff_out_fm[22][31][27] = -16686.271 470.95999 7859037
diff_out_fm[22][31][28] = -16685.832 470.98001 7859164.5
diff_out_fm[22][31][29] = -16685.393 471 7859291
diff_out_fm[22][31][30] = -11122.458 471.01999 5239371
diff_out_fm[22][31][31] = -5560.3276 471.04001 2619607.8
diff_out_fm[23][0][30] = -34246.027 471.66 16152954
diff_out_fm[23][0][31] = -17121.309 471.67999 8076250
diff_out_fm[23][1][30] = -34217.559 472.29999 16161424
diff_out_fm[23][1][31] = -17107.074 472.32001 8080486
diff_out_fm[23][2][30] = -34189.164 472.94 16169897
diff_out_fm[23][2][31] = -17092.879 472.95999 8084721
diff_out_fm[23][3][30] = -34160.844 473.57999 16178366
diff_out_fm[23][3][31] = -17078.721 473.60001 8088956
diff_out_fm[23][4][30] = -34132.605 474.22 16186839
diff_out_fm[23][4][31] = -17064.604 474.23999 8093191.5
diff_out_fm[23][5][30] = -34104.438 474.85999 16195308
diff_out_fm[23][5][31] = -17050.521 474.88 8097426.5
diff_out_fm[23][6][30] = -34076.352 475.5 16203781
diff_out_fm[23][6][31] = -17036.479 475.51999 8101662
diff_out_fm[23][7][30] = -34048.336 476.14001 16212252
diff_out_fm[23][7][31] = -17022.475 476.16 8105897.5
diff_out_fm[23][8][30] = -34020.398 476.78 16220723
diff_out_fm[23][8][31] = -17008.508 476.79999 8110133
diff_out_fm[23][9][30] = -33992.531 477.42001 16229192
diff_out_fm[23][9][31] = -16994.576 477.44 8114368
diff_out_fm[23][10][30] = -33964.746 478.06 16237664
diff_out_fm[23][10][31] = -16980.686 478.07999 8118603.5
diff_out_fm[23][11][30] = -33937.027 478.70001 16246134
diff_out_fm[23][11][31] = -16966.83 478.72 8122839
diff_out_fm[23][12][30] = -33909.391 479.34 16254606
diff_out_fm[23][12][31] = -16953.012 479.35999 8127074.5
diff_out_fm[23][13][30] = -33881.82 479.98001 16263076
diff_out_fm[23][13][31] = -16939.229 480 8131310
